28075.69831,-1.92431E-05,3.684694529,0.49991198
28076.69842,-1.92431E-05,3.684856415,0.499911977
28077.7139,-1.92431E-05,3.684532642,0.499911974
28078.72949,-1.92431E-05,3.684694529,0.499911968
28079.74498,-1.92431E-05,3.684532642,0.499911966
28080.7451,-1.92431E-05,3.684694529,0.499911962
28081.7601,-1.92431E-05,3.684694529,0.499911957
28082.7603,-1.92431E-05,3.684532642,0.499911953
28083.76065,-1.92431E-05,3.684694529,0.49991195
28084.76073,-1.92431E-05,3.684532642,0.499911947
28085.77642,-1.92431E-05,3.684694529,0.499911944
28086.7765,-1.92431E-05,3.684694529,0.499911939
28087.79194,-1.92431E-05,3.684694529,0.499911935
28088.80754,-1.92431E-05,3.684694529,0.499911931
28089.80757,-1.92431E-05,3.684532642,0.499911927
28090.8076,-1.92431E-05,3.684856415,0.499911919
28091.80767,-0.49994573,3.649727345,0.499905944
28092.82272,-0.500126302,3.648432255,0.499835469
28093.82317,-0.49994573,3.647460938,0.499766006
28094.83873,-0.49994573,3.646975279,0.499695494
28095.83881,-0.49994573,3.646327734,0.499626054
28096.85399,-0.49994573,3.645842075,0.499555567
28097.85445,-0.499765098,3.645356417,0.499486099
28098.86952,-0.49994573,3.644870758,0.499415622
28099.86993,-0.499765098,3.644385099,0.499346163
28100.86999,-0.49994573,3.644061327,0.499276728
28101.88566,-0.500126302,3.643575668,0.499206201
28102.90121,-0.49994573,3.643251896,0.499135691
28103.91684,-0.49994573,3.642928123,0.499065177
28104.93246,-0.49994573,3.642442465,0.49899466
28105.93282,-0.49994573,3.642118692,0.498925198
28106.9477,-0.49994573,3.64179492,0.498855787
28107.94804,-0.499765098,3.64179492,0.498785284
28108.94805,-0.49994573,3.641147375,0.498715849
28109.96365,-0.500126302,3.640823603,0.498645335
28110.97934,-0.49994573,3.64049983,0.498574811
28111.99442,-0.49994573,3.640337944,0.498504325
28112.99488,-0.49994573,3.640014172,0.498434859
28114.01047,-0.499765098,3.639852285,0.498364344
28115.01049,-0.499765098,3.639528513,0.49829491
28116.01051,-0.499765098,3.639204741,0.498225477
28117.01055,-0.49994573,3.638719082,0.498156042
28118.02608,-0.49994573,3.638557196,0.498085527
28119.0417,-0.49994573,3.638395309,0.498015005
28120.04182,-1.000233412,3.602942228,0.497923851
28121.05732,-1.00005281,3.601485252,0.497782791
28122.07294,-1.00005281,3.600837708,0.497641711
28123.08856,-1.000233412,3.59986639,0.497500625
28124.10418,-1.000233412,3.599380732,0.497359547
28125.10423,-1.00005281,3.598733187,0.497220626
28126.11987,-1.000233412,3.597923756,0.497079547
28127.13498,-1.000414014,3.597438097,0.496940648
28128.135,-1.00005281,3.596952438,0.496801745
28129.15115,-1.000233412,3.596304893,0.496658473
28130.1663,-1.00005281,3.595819235,0.496519567
28131.16669,-1.00005281,3.595495462,0.496378497
28132.18228,0.500268459,3.701854467,0.496302005
28133.19785,0.500268459,3.703797102,0.496302005
28134.19786,0.500268459,3.705092192,0.496302005
28135.21301,0.500268459,3.706225395,0.496302005
28136.21347,0.500087857,3.707358599,0.496302005
28137.22917,0.500449061,3.708329916,0.496302005
28138.2447,0.500268459,3.708977461,0.496302005
28139.24471,0.500449061,3.709786892,0.496302005
28140.24473,-1.92431E-05,3.674819469,0.496302003
28141.26045,-1.92431E-05,3.674657583,0.496301997
28142.27594,-1.92431E-05,3.674657583,0.496301991
28143.27594,-1.92431E-05,3.674657583,0.496301985
28144.29152,-1.92431E-05,3.674657583,0.496301983
28145.29158,-1.92431E-05,3.674819469,0.496301979
28146.30743,-1.92431E-05,3.674981356,0.496301973
28147.3225,-1.92431E-05,3.674981356,0.49630197
28148.33841,-1.92431E-05,3.674981356,0.496301966
28149.33843,-1.92431E-05,3.675143242,0.496301963
28150.35402,-0.000199852,3.675143242,0.496301958
28151.3697,-1.92431E-05,3.675305128,0.496301955
28152.38527,-1.92431E-05,3.675467014,0.49630195
28153.40033,-1.92431E-05,3.675305128,0.496301944
28154.40099,-1.92431E-05,3.675467014,0.49630194
28155.41651,-1.92431E-05,3.675467014,0.496301934
28156.43217,-0.49994573,3.639690399,0.496252573
28157.43226,-0.49994573,3.639042854,0.496183129
28158.44767,-0.49994573,3.638395309,0.496112631
28159.4477,-0.499765098,3.637909651,0.4960432
28160.46322,-0.49994573,3.637423992,0.495972689
28161.46339,-0.49994573,3.636938334,0.495903246
28162.47891,-0.49994573,3.636614561,0.495832731
28163.4939,-0.49994573,3.636614561,0.495777396
28164.4945,-0.49994573,3.635967016,0.495692775
28165.49451,-0.49994573,3.635643244,0.495623343
28166.51013,-0.49994573,3.635481358,0.495552826
